Realization;Norm_misfit
0;0.5342640248203846
1;0.0
2;0.0
3;0.5330117690684599
4;0.29900820100240777
5;0.0
6;2.3274919080308045
7;0.0
8;0.4134016973719981
9;1.1408657490857326
10;0.0
11;2.0795809771390394
12;0.9108990024043444
13;0.0
14;0.5251075408468734
15;1.0445257274959796
16;0.0
17;0.9356782955011946
18;0.0
19;0.4802340379322271
20;0.35727521463404993
21;0.47956560111546603
22;0.0
23;0.0
24;0.0
25;0.0
26;0.0
27;0.0
28;0.44455980879608076
29;0.490137138492871
30;79.94812652477087
31;0.34508234807316307
32;0.5563806517013374
33;0.0
34;0.0
35;0.0
36;0.7154553769807861
37;1.400746123243504
38;1.446362467649937
39;0.9522790951341384
40;0.864818807899036
41;1.8610448013766747
42;0.6565614455007807
43;0.955096805493287
44;1.1231858544994142
45;0.0
46;0.0
47;0.6071172635285041
48;0.8450511146806414
49;0.6570896700617694
50;0.0
51;1.2699909064489259
52;0.6635994746864422
53;0.7057827457587306
54;1.0256464069137268
55;0.0
56;0.6951719682164055
57;0.0
58;0.5639959545804875
59;0.7186365228315191
60;0.0
61;0.0
62;0.0
63;0.0
64;0.9137539182451797
65;1.022598081426178
66;0.0
67;0.4779356906369098
68;1.0943502248053498
69;0.0
70;1.28138892126716
71;0.8988497902888997
72;1.0883844509853173
73;0.0
74;0.0
75;0.7165849090347501
76;0.35348454376392
77;0.0
78;0.0
79;2.321407640902013
80;1.1255487886415174
81;0.5936285792914625
82;0.6650026970884064
83;1.3233071991637293
84;2.542680180426049
85;1.0140678784568276
86;0.6012602645240791
87;1.2708218935321038
88;0.6587828330779323
89;0.5582009855813679
90;12.761264425119169
91;0.0
92;0.0
93;1980.674377210032
94;0.0
95;1.6249563277193522
96;1.5248619089179025
97;0.35955120633380305
98;0.0
99;0.0
