Realization;Norm_misfit
0;0.36128737056512084
1;0.0
2;0.0
3;0.5440464021753876
4;0.37848143520798955
5;0.0
6;0.4766588174333317
7;0.0
8;0.257128698644701
9;0.4641519313908468
10;0.0
11;0.2937979987421391
12;0.21441128866280568
13;0.0
14;0.3439004119568865
15;0.6130222900279287
16;0.0
17;0.3386812137245368
18;0.0
19;0.3972103824293617
20;0.2293600276756633
21;136.52867816440252
22;0.0
23;0.0
24;0.0
25;0.0
26;0.0
27;0.0
28;0.23357573686795713
29;0.5479303727267009
30;0.3240380847410324
31;0.2721316952216551
32;0.31952644041610084
33;0.0
34;0.0
35;0.0
36;0.4862159479402572
37;0.9108387919957767
38;0.0
39;0.5600741335189063
40;0.4552211393059958
41;0.3297774868755009
42;0.8043453422577275
43;0.9071820212421398
44;741.9657303044661
45;0.0
46;0.0
47;0.46629357711198205
48;0.3789046864995623
49;0.7711390714194517
50;0.0
51;0.0
52;489.05090778882516
53;0.42562714521424266
54;0.0
55;0.0
56;0.22785895373133475
57;0.0
58;0.34552914166868565
59;0.7242706519063705
60;0.0
61;0.0
62;0.0
63;0.0
64;0.5146609851343806
65;0.683530303300932
66;0.0
67;0.0
68;0.3955828469232773
69;0.0
70;1279.9513805093652
71;0.4742348646727978
72;0.5246477295873088
73;0.0
74;0.0
75;0.4540612644823932
76;0.2853199419219892
77;0.0
78;0.0
79;0.0
80;0.3280325726764091
81;0.5072101898586402
82;1.641401032761754
83;1.0329590527937365
84;0.4422216345103174
85;0.8989202416794752
86;0.28490266393079117
87;1.0816332777469706
88;0.35073905986676907
89;0.6962249965338994
90;0.3074108848566343
91;0.0
92;0.0
93;0.3734557291184145
94;0.0
95;0.6425557240833379
96;0.41230171411954747
97;0.30794108544698867
98;0.0
99;0.0
