Realization;FOPR_SIM;FWCT_SIM;WBT_SIM;FPR_SIM
67;0.0;0.0;0.0;0.0
68;1.6477751177065059;0.7773634152460777;6.221944506792879;0.00394376882706128
69;0.0;0.0;0.0;0.0
70;1.9999444646808324;0.8647501119224174;7.299362065906529;0.001025231235475114
71;1.3305941048005185;0.6993651746063057;6.437703160531009;0.0018289887001366675
72;1.6741034141178872;0.7820568867065164;7.94665002864492;0.002710046672059825
73;0.0;0.0;0.0;0.0
74;0.0;0.0;0.0;0.0
75;1.0257449365347275;0.6227363197065192;5.0359257151861225;0.0013493315028041716
76;0.4347059338603216;0.4204651636457695;1.5239599373260893;0.001921646693185429
77;0.0;0.0;0.0;0.0
78;0.0;0.0;0.0;0.0
79;3.5818341246703067;1.088098259368129;2.378105051360076;0.0006612242546152462
80;1.6399251625436482;0.7946193732609932;10.174380729035441;0.0002160661189371243
81;0.8513223885016455;0.5593415760499102;2.4852755905499384;0.0013436100620857303
82;1.0297571936120558;0.6086603449474206;4.605233442708769;0.12403086784419821
83;2.043898052829638;0.8768893661892073;8.95263619152372;0.0009275334039494116
84;3.9342191976404646;1.1895064887389506;13.102308529389575;0.0036219357542477903
85;1.5086370792662447;0.7521879594319936;7.76660986407631;0.0029719139761764223
86;0.8169249753129951;0.5766678477225264;4.551516854112828;0.00026496512766519724
87;1.990203856172136;0.8467256359285285;6.869251727790719;0.00010105169173020413
88;1.0058659133976278;0.600073956594191;3.0425554725280284;0.003854750921579655
89;0.788579992603778;0.5326691070374049;3.5641163071261808;0.0015230845389228092
90;0.6672632342627678;22.067480924425563;0.28221472051069507;0.0007547181162942672
91;0.0;0.0;0.0;0.0
92;0.0;0.0;0.0;0.0
93;1.0294497294068463;0.6197082947698203;3.778456548190276;0.004672788184386755
94;0.0;0.0;0.0;0.0
95;2.2292141919076744;0.8850643011270315;6.869259263631372;0.0019648582107341358
96;2.618254504943651;0.9507057553683665;6.617758396780927;0.0006250683749689526
97;0.4767899898628927;0.3975382340272799;1.785077653270693;0.006638674498340444
98;0.0;0.0;0.0;0.0
99;0.0;0.0;0.0;0.0
