Realization;FOPR_SIM;FWCT_SIM;WBT_SIM;FPR_SIM
0;0.778141312115248;0.4971146814546965;1.9465676483087417;0.0005609663380911541
1;0.0;0.0;0.0;0.0
2;0.0;0.0;0.0;0.0
3;0.7443070572985944;0.5257606120854161;2.5581474487703626;0.0037632917285673304
4;0.414078053556938;0.3147035449920146;0.42332166210822886;0.0004811931219220058
5;0.0;0.0;0.0;0.0
6;3.85336573619112;1.1651020535215633;8.916915469512526;0.012256684031674406
7;0.0;0.0;0.0;0.0
8;0.526302706524422;0.43316271854416744;1.7307986676778653;0.00044497923663921096
9;1.7782922831495542;0.797755244282978;5.863282311224481;0.0005048929419776828
10;0.0;0.0;0.0;0.0
11;3.6036171525256053;1.1214583849034965;5.05450854002618;0.016418787952300413
12;1.3184558249966785;0.7155071433948295;7.515122394275914;0.0013880101269506773
13;0.0;0.0;0.0;0.0
14;0.7220669044495974;0.524219945128051;2.342380421875952;0.001349965149666461
15;1.6074521850422399;0.7591626056416428;5.8632781246463415;0.0002664604738609334
16;0.0;0.0;0.0;0.0
17;1.3569825430175841;0.7222347239293941;7.87522365630384;0.00013021485527709646
18;0.0;0.0;0.0;0.0
19;0.6608254867953821;0.494860892299671;2.1266133949815407;0.00027406524202621947
20;0.4618310761662585;0.410288983101586;1.2699666609559426;0.000581782081683168
21;0.7232655809633566;0.4230180658969911;0.3668793320375505;0.0008680114372372944
22;0.0;0.0;0.0;0.0
23;0.0;0.0;0.0;0.0
24;0.0;0.0;0.0;0.0
25;0.0;0.0;0.0;0.0
26;0.0;0.0;0.0;0.0
27;0.0;0.0;0.0;0.0
28;0.6207085140832258;0.4559577977739353;1.4392958840096528;0.00013442530533241026
29;0.7806759600271828;0.35133481080795353;0.39510105528330836;0.000131511408897958
30;1.2599719901947957;3.111670498656129;1.4110741607638952;9.369677243940722e-05
31;0.4212259358818087;0.40819927268793194;1.982289486740773;0.00039907010257726224
32;0.808723177421444;0.5254265599303048;1.7665224598463618;0.0016850201915156822
33;0.0;0.0;0.0;0.0
34;0.0;0.0;0.0;0.0
35;0.0;0.0;0.0;0.0
36;1.0611730895409872;0.6238279783622381;3.132583648863406;0.0003876768286674537
37;2.1034958115077207;0.8873439935454016;10.606096480315564;0.018899389706753825
38;2.171548180671147;0.9055717621455052;13.047920413659885;0.0037481861110938842
39;1.4729882294948564;0.7328967917754983;5.324574648088494;0.004413696412091353
40;1.3001372684098682;0.6935722171019993;4.748712499480763;0.0003348147120324245
41;3.2490580123237285;1.0730557884393837;4.677270218142748;0.003417565322878209
42;0.9612050302369395;0.5989768712261316;3.4912466817474317;0.0036933047987071552
43;1.4399954257832808;0.7237965373755583;6.8692316322156435;0.0036409260935529927
44;1.67034190470691;0.787767025405696;9.275578502396554;0.00020572772937839455
45;0.0;0.0;0.0;0.0
46;0.0;0.0;0.0;0.0
47;0.8962406579368092;0.5080475674281608;3.2397491641594987;0.0012517715321270606
48;1.3125807292079825;0.6837404117161717;3.2397533507376393;0.0007704617808748181
49;0.9857596335413797;0.54037025676009;3.239742186529265;0.0037012066033771016
50;0.0;0.0;0.0;0.0
51;1.887523925721993;0.8476705448149368;10.497299036860266;0.0018548405947925444
52;1.794755098289458;0.8133731959723608;3.384078654504454;0.004782226675239187
53;1.0134443188364237;0.6235662642144505;4.570085444587209;0.0012043441017033142
54;1.587531163812742;0.7598535687242162;4.748706917376577;0.0020288744999959313
55;0.0;0.0;0.0;0.0
56;1.0250271633538144;0.6132552570464811;3.132584486179034;0.001455518635226754
57;0.0;0.0;0.0;0.0
58;0.8093010523951877;0.5453361858043605;1.9465679274139511;0.0004726783268458448
59;0.9882285755419076;0.6338411942883527;6.36625418066797;0.001655077569333964
60;0.0;0.0;0.0;0.0
61;0.0;0.0;0.0;0.0
62;0.0;0.0;0.0;0.0
63;0.0;0.0;0.0;0.0
64;1.3623376827358609;0.7145483456178949;6.257669415382212;0.0003202228614038418
65;1.5921178784271013;0.7491079615868451;4.461495376302476;0.0009864677357918977
66;0.0;0.0;0.0;0.0
